observation_month,release_month,transport_mode,transport_mode_raw,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,fare_ngn,unit,source_period_label,source_anomaly,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,140000.678485853,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,33,2,B33
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Rivers,RIVERS,Rivers,South South,FALSE,174035.95931639,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,34,2,B34
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,142000,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,35,2,B35
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Taraba,TARABA,Taraba,North East,FALSE,160000.458053158,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,36,2,B36
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Yobe,YOBE,Yobe,North East,FALSE,150598.585675,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,37,2,B37
2026-01-01,2026-01-01,AIR,Air fare charg.for specified routes single journey,STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,170000,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,38,2,B38
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,Grand Total,,,TRUE,8504.394683480063,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,39,3,C39
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Abia,ABIA,Abia,South East,FALSE,9464.08879223856,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,2,3,C2
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Abuja,ABUJA,Abuja,North Central,FALSE,9374.32415683429,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,3,3,C3
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,8179.54456285,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,4,3,C4
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,8075.6910834437,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,5,3,C5
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,9230.7179325591,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,6,3,C6
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,7792.3767792733,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,7,3,C7
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,8083.97532578765,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,8,3,C8
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Benue,BENUE,Benue,North Central,FALSE,8113.9030297306,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,9,3,C9
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Borno,BORNO,Borno,North East,FALSE,9042.1294400683,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,10,3,C10
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,9152.1121026027,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,11,3,C11
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Delta,DELTA,Delta,South South,FALSE,9241.32857468455,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,12,3,C12
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,7429.9478125,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,13,3,C13
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Edo,EDO,Edo,South South,FALSE,7429.29478125,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,14,3,C14
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ekiti,EKITI,Ekiti,South West,FALSE,8142.034423080566,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,15,3,C15
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Enugu,ENUGU,Enugu,South East,FALSE,8874.90053162372,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,16,3,C16
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Gombe,GOMBE,Gombe,North East,FALSE,9499.6687808765,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,17,3,C17
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Imo,IMO,Imo,South East,FALSE,9404.4309387428,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,18,3,C18
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,8466.64314554468,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,19,3,C19
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,8443.86512676328,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,20,3,C20
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kano,KANO,Kano,North West,FALSE,8281.533236408,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,21,3,C21
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Katsina,KATSINA,Katsina,North West,FALSE,8000.8407158,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,22,3,C22
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,8584.96989977049,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,23,3,C23
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kogi,KOGI,Kogi,North Central,FALSE,8450.180625,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,24,3,C24
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kwara,KWARA,Kwara,North Central,FALSE,6101.433110428,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,25,3,C25
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Lagos,LAGOS,Lagos,South West,FALSE,8400.79337696729,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,26,3,C26
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,7599.0663744766,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,27,3,C27
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Niger,NIGER,Niger,North Central,FALSE,8125,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,28,3,C28
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ogun,OGUN,Ogun,South West,FALSE,9563.10660066654,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,29,3,C29
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ondo,ONDO,Ondo,South West,FALSE,8521.7266640526,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,30,3,C30
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Osun,OSUN,Osun,South West,FALSE,8353.88255228111,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,31,3,C31
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Oyo,OYO,Oyo,South West,FALSE,9580.0138315516,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,32,3,C32
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,9235.7124039834,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,33,3,C33
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Rivers,RIVERS,Rivers,South South,FALSE,8850.8053767908,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,34,3,C34
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,8840.5960416667,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,35,3,C35
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Taraba,TARABA,Taraba,North East,FALSE,7462.1371219385,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,36,3,C36
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Yobe,YOBE,Yobe,North East,FALSE,8019.1958437147,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,37,3,C37
2026-01-01,2026-01-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,9250.6321928117,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,38,3,C38
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,Grand Total,,,TRUE,1186.9774635621034,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,39,4,D39
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Abia,ABIA,Abia,South East,FALSE,649,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,2,4,D2
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Abuja,ABUJA,Abuja,North Central,FALSE,1007.77041328728,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,3,4,D3
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,695.59095226667,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,4,4,D4
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,1110.91601917239,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,5,4,D5
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,1166.25,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,6,4,D6
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,1222.79766364053,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,7,4,D7
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,1081.66666666666,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,8,4,D8
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Benue,BENUE,Benue,North Central,FALSE,1247.43257941971,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,9,4,D9
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Borno,BORNO,Borno,North East,FALSE,1326.0394548178,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,10,4,D10
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,1230.1816737484,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,11,4,D11
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Delta,DELTA,Delta,South South,FALSE,1228.17489846198,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,12,4,D12
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,1103.0389375,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,13,4,D13
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Edo,EDO,Edo,South South,FALSE,1283.0389375,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,14,4,D14
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ekiti,EKITI,Ekiti,South West,FALSE,1185.34073711887,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,15,4,D15
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Enugu,ENUGU,Enugu,South East,FALSE,1308.023749688,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,16,4,D16
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Gombe,GOMBE,Gombe,North East,FALSE,1165.3097947007,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,17,4,D17
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Imo,IMO,Imo,South East,FALSE,1217.0357435429,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,18,4,D18
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,1325.97128260727,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,19,4,D19
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,1370.33333333333,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,20,4,D20
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kano,KANO,Kano,North West,FALSE,891.42792530822,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,21,4,D21
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Katsina,KATSINA,Katsina,North West,FALSE,1148.81751653334,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,22,4,D22
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,955.3913132,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,23,4,D23
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kogi,KOGI,Kogi,North Central,FALSE,1125.122788125,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,24,4,D24
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Kwara,KWARA,Kwara,North Central,FALSE,1393.23419237455,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,25,4,D25
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Lagos,LAGOS,Lagos,South West,FALSE,1566.03120472917,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,26,4,D26
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,1338.082667304,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,27,4,D27
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Niger,NIGER,Niger,North Central,FALSE,1170.66666666666,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,28,4,D28
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ogun,OGUN,Ogun,South West,FALSE,1376.77315303591,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,29,4,D29
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Ondo,ONDO,Ondo,South West,FALSE,1379.6175479757,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,30,4,D30
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Osun,OSUN,Osun,South West,FALSE,1127.51216588367,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,31,4,D31
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Oyo,OYO,Oyo,South West,FALSE,1306.09312205434,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,32,4,D32
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,1145.5898878587,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,33,4,D33
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Rivers,RIVERS,Rivers,South South,FALSE,973.4718327499,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,34,4,D34
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,950,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,35,4,D35
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Taraba,TARABA,Taraba,North East,FALSE,1378.5521282296,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,36,4,D36
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Yobe,YOBE,Yobe,North East,FALSE,1380.480765528,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,37,4,D37
2026-01-01,2026-01-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,1387.38843676856,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,38,4,D38
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Grand Total,,,TRUE,878.5995503987612,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,39,5,E39
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Abia,ABIA,Abia,South East,FALSE,785,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,2,5,E2
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Abuja,ABUJA,Abuja,North Central,FALSE,843.64944272,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,3,5,E3
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,628.2865456,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,4,5,E4
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,645.4526563501,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,5,5,E5
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,730,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,6,5,E6
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,816.2751116,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,7,5,E7
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,846.5875,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,8,5,E8
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Benue,BENUE,Benue,North Central,FALSE,825.38126292453,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,9,5,E9
2026-01-01,2026-01-01,OKADA,Journey by motorcycle (okada) per drop,STATE,Borno,BORNO,Borno,North East,FALSE,900,NGN per journey,Transport January 2026,,Transport_report_JAN_2026.zip,TRANSPORT_COST_Watch_JAN_2026.xlsx,State Transport,10,5,E10
